TF_Name,Subgroup,GSM_ID,Family,Function,Cell_Line,Species,Cistrome_ID,External_ID_Type,PBC,FRiP,MappedRatio,PeaksFoldChangeAbove10,PeaksUnionDHSRatio,FastQC,GC_Content_Mean,GC_Content_Median,GC_Content_Std,GC_Content_Min,GC_Content_Max,Total_Sequences,Avg_Sequence_Length,mcc,roc_auc,pr_auc,precision,recall,accuracy,f1,gsm,fold
ZBTB3,Unknown/Other,GSM5214483,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,145450,GEO,0.979,0.0392567499999901,0,666,0.9088,36,59.76,60,10.56,19.5,95.5,15000,200,0.7354509115911216,0.9471460019142086,0.8897776296004763,0.8660990712074303,0.746,0.8960795347964735,0.8015759312320917,GSM5214483,0
ZBTB33,Unknown/Other,GSM5214041,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,145548,GEO,0.991,0.1478531232751424,0,8294,0.8464,34,57.52,57,8.32,20.5,95.5,15000,200,0.7559478766698602,0.9569073150457192,0.8840653983147324,0.8267026298044504,0.8173333333333334,0.9036297640653358,0.8219912839423399,GSM5214041,0
ZBTB37,Unknown/Other,GSM5214255,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,146103,GEO,0.983,0.0283439141609965,0,502,0.8806,36,56.51,57,9.35,21,95.5,14525,200,0.6803962878317648,0.9295375303276758,0.8391109213472979,0.8273026315789473,0.6928374655647382,0.8802045288531775,0.7541229385307346,GSM5214255,0
ZBTB38,Unknown/Other,GSM5331353,Unknown/Other,Gene Regulation,HepG2,homo_sapiens,146796,GEO,0.981,0.2168675752794382,0,3563,0.9136,36,63.27,63,8.61,21.5,95.5,15000,200,0.8391125440642718,0.9760037470725994,0.9636347219858086,0.9010554089709762,0.9106666666666666,0.9218707015130674,0.9058355437665784,GSM5331353,0
ZBTB39,Unknown/Other,GSM5214480,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,146276,GEO,0.993,0.0524288025978816,0,565,0.9158,36,61.48,63.5,11.15,19,95.5,15000,200,0.7453929830414928,0.9554850640113798,0.9032987319076288,0.805360561582642,0.8413333333333334,0.8917248255234297,0.8229540267362243,GSM5214480,0
ZBTB4,Unknown/Other,GSM5214455,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,145554,GEO,0.985,0.1041897387636701,0,577,0.9144,36,60.48,60,7.86,20.5,95.5,15000,200,0.7692600897726479,0.9589346938775508,0.930473557131837,0.8500327439423707,0.8653333333333333,0.8908860759493671,0.8576148001321441,GSM5214455,0
ZBTB42,Unknown/Other,GSM5214061,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,146091,GEO,0.984,0.0377479448204931,0,556,0.9144,36,62,63.5,9.88,18.5,95.5,15000,200,0.7904434201428752,0.9636972130948034,0.9410161167428356,0.8758573388203018,0.8513333333333334,0.904694503420618,0.86342123056119,GSM5214061,0
ZBTB43,Unknown/Other,GSM5215126,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,153044,GEO,0.994,0.0580430567911239,0,1415,0.9512,35,57.9,58,11.66,16.5,95.5,15000,200,0.7569190546749401,0.9533102995088883,0.8737628759369696,0.8169014084507042,0.812,0.9121696470960596,0.8144433299899699,GSM5215126,0
ZBTB44,Unknown/Other,GSM5214347,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,145499,GEO,0.996,0.0240963101891714,0,521,0.9234,35,61.14,62.5,10.01,19,95.5,15000,200,0.7964054183260678,0.9651788783355948,0.9372704544702108,0.8786206896551724,0.8493333333333334,0.9096223021582732,0.8637288135593221,GSM5214347,0
ZBTB46,Unknown/Other,GSM5215226,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,152854,GEO,0.985,0.0219157311984401,0,179,0.887,36,61.24,62,9.34,20,95.5,12761,200,0.7517912544580678,0.9555670502561292,0.9128051222945468,0.8577302631578947,0.817398119122257,0.8875346260387812,0.8370786516853933,GSM5215226,0
ZBTB48,Unknown/Other,GSM2026757,Unknown/Other,Gene Regulation,HEK293,homo_sapiens,65155,GEO,0.987,0.1600724999999599,0,10749,0.9424,37,51.81,51,8.88,22,82.5,15000,200,0.6888051962139988,0.941865551930397,0.8437892590035773,0.8072837632776935,0.7093333333333334,0.8922548407245472,0.7551454932576295,GSM2026757,0
ZBTB49,Unknown/Other,GSM5214488,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,145432,GEO,0.995,0.0440011065936765,0,199,0.9036,35,58.02,58,9.31,21.5,95.5,15000,200,0.7288906998002248,0.9473391716839992,0.8880064669870763,0.8136856368563685,0.8006666666666666,0.8886301901435778,0.8071236559139785,GSM5214488,0
ZBTB5,Unknown/Other,GSM2828965,Unknown/Other,Gene Regulation,K562,homo_sapiens,101195,GEO,0.985,0.015735499999996,0,451,0.8194,38,51.43,51,10.19,15.5,79.5,5826,200,0.4974642717486038,0.845706558969195,0.6275314889276128,0.7507788161993769,0.4133790737564322,0.8780346820809248,0.5331858407079646,GSM2828965,0
ZBTB6,Unknown/Other,GSM2026806,Unknown/Other,Gene Regulation,HEK293,homo_sapiens,65190,GEO,0.994,0.0189409999999952,0,1930,0.822,37,57.71,57,10.16,22,85.5,6264,200,0.8277618441310262,0.9797988104731524,0.949375624467472,0.9178571428571428,0.8197767145135566,0.9375736160188456,0.8660488626790227,GSM2026806,0
ZBTB8A,Unknown/Other,GSM2423541,Unknown/Other,Gene Regulation,HEK293,homo_sapiens,179854,GEO,0.993,0.1127095472298864,0,3522,0.945,37,60.01,63.5,13.36,14,87.5,15000,200,0.7992298811985726,0.962809715564078,0.9167576903794232,0.8305412371134021,0.8593333333333333,0.9294117647058824,0.8446920052424639,GSM2423541,0
ZEB1,Unknown/Other,GSM1010809,Unknown/Other,Gene Regulation,HepG2,homo_sapiens,46245,GEO,0.988,0.0966597499999758,0,1806,0.9594,39,55.77,55.5,10.1,22,85.5,15000,200,0.654783924265188,0.9312234320557492,0.8205384603931151,0.8202531645569621,0.648,0.8783650689428759,0.7240223463687151,GSM1010809,0
ZEB2,Unknown/Other,GSM2753034,Unknown/Other,Gene Regulation,liver,homo_sapiens,136733,GEO,0.954,0.0127055927225023,0,166,0.5137254901960784,33,50.56,48.5,12.54,6.5,97.5,1011,200,0.6511634781716599,0.9207751254577512,0.7871438703980609,0.6696428571428571,0.7425742574257426,0.908029197080292,0.704225352112676,GSM2753034,0
ZFHX2,Unknown/Other,GSM2827267,Unknown/Other,Gene Regulation,HEK293,homo_sapiens,101253,GEO,0.983,0.16000824999996,0,8550,0.8354,36,60.39,60.5,9.64,22,87,15000,200,0.8609301172772205,0.9809721204721203,0.9614832182351564,0.9204702627939142,0.8873333333333333,0.940536013400335,0.9035980991174474,GSM2827267,0
ZFHX4,Unknown/Other,GSM1265799,Unknown/Other,Gene Regulation,glioblastoma,homo_sapiens,43289,GEO,0.993,0.0123749893687776,0,119,0.8849411278661433,37,52.4,52.5,12.13,2,81,4834,200,0.6178962840583373,0.8865644911580375,0.7477754086007845,0.8431372549019608,0.5341614906832298,0.8959603658536586,0.6539923954372624,GSM1265799,0
ZFP1,ZFP,GSM2534187,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,101651,GEO,0.991,0.0349202499999912,0,1313,0.8224,35,52.88,52,11.3,21.5,96,15000,200,0.6997339574480818,0.9419713541666666,0.81572794517531,0.766896551724138,0.7413333333333333,0.9109857773418344,0.7538983050847458,GSM2534187,0
ZFP14,ZFP,GSM2466448,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77191,GEO,0.991,0.0041502499999989,0,252,0.5232558139534884,36,53.34,53.5,10.92,21,97,863,200,0.5499748049281018,0.8397383720930232,0.6188189774898721,0.8260869565217391,0.4418604651162791,0.8847736625514403,0.5757575757575758,GSM2466448,0
ZFP28,ZFP,GSM3402700,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,128260,GEO,0.996,0.0105543265413045,0,437,0.2739225712198685,36,38.6,37,10.17,7.5,96.5,1367,200,0.5943891589307624,0.8458889960060598,0.610226300397444,0.75,0.5255474452554745,0.9343657817109144,0.6180257510729614,GSM3402700,0
ZFP30,ZFP,GSM5215188,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,153179,GEO,0.993,0.0187122869670458,0,455,0.7236,40,55.04,56,11.7,20,83,7468,200,0.6399329850239752,0.9241087155640104,0.7940665957647877,0.822429906542056,0.5890227576974565,0.897943640517898,0.6864274570982839,GSM5215188,0
ZFP36L2,ZFP,GSM5215285,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153388,GEO,0.996,0.0179598773325408,0,262,0.9264,35,60.03,61,9.64,18.5,90,12622,200,0.7274042060222488,0.9451081401256431,0.8931904358080269,0.8104524180967239,0.8232963549920761,0.8797729618163055,0.8168238993710691,GSM5215285,0
ZFP37,ZFP,GSM2423377,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,179678,GEO,0.996,0.0500666615324325,0,225,0.8672,40,56.68,58,11.32,14,85,15000,200,0.6864773391825615,0.9255574825909868,0.8254589195889244,0.8628673196794301,0.646,0.8958016428354122,0.7388486465878765,GSM2423377,0
ZFP41,ZFP,GSM5214029,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,145861,GEO,0.988,0.0455150649440141,0,432,0.9198,36,62.89,64,8.93,20.5,95.5,15000,200,0.7944632580412883,0.9685068299576072,0.9505869338403412,0.9048295454545454,0.8493333333333334,0.9006348330113166,0.8762035763411279,GSM5214029,0
ZFP57,ZFP,GSM3177154,C2H2 Zinc Finger,Gene Regulation,embryonic stem cell,homo_sapiens,103253,GEO,0.996,0.0413997499999896,0,4557,0.4732,37,52.39,52,10.23,21.5,84.5,15000,200,0.8874128771359036,0.9854180795679168,0.946593606965334,0.9117043121149896,0.888,0.9779559118236472,0.8996960486322189,GSM3177154,0
ZFP64,ZFP,GSM2026876,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65123,GEO,0.986,0.1767117499999558,0,6269,0.9282,37,60.07,61,11.84,21,85,15000,200,0.7951185452446025,0.96502978515625,0.9189078340548036,0.8914327917282127,0.8046666666666666,0.921372408863474,0.8458304134548003,GSM2026876,0
ZFP69,ZFP,GSM2466453,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77189,GEO,0.99,0.0050239999999987,0,590,0.2817783343769568,36,39.56,38,9.72,21,96.5,1485,200,0.3822598635798149,0.8291296817492964,0.4508400043365981,0.5568181818181818,0.3288590604026846,0.9081295439524124,0.4135021097046413,GSM2466453,0
ZFP69B,ZFP,GSM2423392,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,179884,GEO,0.997,0.063418019276028,0,1301,0.8974,38,56.62,57.5,10.82,20,85.5,15000,200,0.686525495009151,0.9219633443429828,0.8106901709960027,0.7752808988764045,0.736,0.892282232586129,0.7551299589603283,GSM2423392,0
ZFP82,ZFP,GSM5215268,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,152954,GEO,0.991,0.0634641193198773,0,638,0.9306,36,63.59,65,10.59,19.5,95.5,15000,200,0.8054890480005509,0.9659107515017776,0.9403076400722664,0.8866758241758241,0.8606666666666667,0.911353401279924,0.8734776725304465,GSM5215268,0
ZFP90,ZFP,GSM2466454,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77188,GEO,0.996,0.0041179999999989,0,205,0.2388349514563106,36,40.23,37.5,9.71,21.5,96,893,200,0.5367769292305629,0.8664062822328882,0.6195033544739454,0.813953488372093,0.3932584269662921,0.9315673289183224,0.5303030303030303,GSM2466454,0
ZFX,Unknown/Other,GSM2825499,Unknown/Other,Gene Regulation,HEK293T,homo_sapiens,101235,GEO,0.976,0.3195479999999201,0,1597,0.9392,36,63.03,62.5,10.96,22,89.5,15000,200,0.7533043109691921,0.956945492662474,0.9120145543664698,0.8157724628312863,0.8413333333333334,0.8953581432573029,0.828355759763702,GSM2825499,0
ZFY,Unknown/Other,GSM5215350,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,153042,GEO,0.99,0.2593902283517665,0,9619,0.9744,34,66.1,67,9.28,21,95.5,15000,200,0.8589767400884051,0.9837282913165266,0.9825695376357184,0.9412577747062888,0.908,0.9295641187618446,0.9243298269426536,GSM5215350,0
ZGLP1,Unknown/Other,GSM1050111,Unknown/Other,Gene Regulation,epithelial cell,homo_sapiens,34532,GEO,0.98,0.0027352499999993,0,126,0.3809523809523809,36,43.68,41.5,8.27,21.5,69,308,200,0.6500355753465031,0.89797165200391,0.6978434677838804,0.9375,0.4838709677419355,0.9423728813559322,0.6382978723404256,GSM1050111,0
ZGPAT,Unknown/Other,GSM2534339,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,102571,GEO,0.98,0.1271032499999682,0,1464,0.9656,35,58.91,60.5,12.05,21.5,97.5,15000,200,0.7279347105189051,0.9460983856440104,0.8623232573770815,0.8169515669515669,0.7646666666666667,0.9033433687212804,0.7899449035812672,GSM2534339,0
ZHX2,Unknown/Other,GSM2974460,Unknown/Other,Gene Regulation,786-0,homo_sapiens,139308,GEO,0.975,0.1773105600073529,0,4841,0.9708,39,60.65,62.5,12.5,17.5,96.5,15000,200,0.7511503086589788,0.9518668744434552,0.8857605281118965,0.7983354673495519,0.8313333333333334,0.90520694259012,0.8145003265839321,GSM2974460,0
ZHX3,Unknown/Other,GSM2797668,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,132601,GEO,0.996,0.0297829192330675,0,430,0.9346,35,59.47,60,10.74,18.5,95.5,15000,200,0.7612498391710553,0.9565501801338137,0.9013802503876857,0.8124199743918054,0.846,0.902710731526179,0.8288700195950359,GSM2797668,0
ZIC5,Unknown/Other,GSM3657691,Unknown/Other,Gene Regulation,HCT 116,homo_sapiens,127973,GEO,0.993,0.069794409936473,0,2512,0.96,34,70.04,71,8.38,17.5,90.5,15000,200,0.8954394989507457,0.9879721128608924,0.9912956743171456,0.9380982769623484,0.98,0.949523052464229,0.9585914574502772,GSM3657691,0
ZIK1,Unknown/Other,GSM5214712,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,146209,GEO,0.987,0.0557689312490126,0,788,0.9352,36,64.67,66,9.78,21,96,15000,200,0.8332486152876325,0.9740467111534794,0.9657057678346824,0.9,0.906,0.9188438021122846,0.9029900332225914,GSM5214712,0
ZIM2,Unknown/Other,GSM2466456,Unknown/Other,Gene Regulation,HEK293T,homo_sapiens,77186,GEO,0.983,0.0021414999999994,0,136,0.4131944444444444,37,49.89,47,13.37,21,96.5,204,200,0.6979339752333342,0.9573170731707316,0.7657907793477596,0.7777777777777778,0.7,0.93006993006993,0.7368421052631579,GSM2466456,0
ZIM3,Unknown/Other,GSM2466457,Unknown/Other,Gene Regulation,HEK293T,homo_sapiens,73977,GEO,0.997,0.0426797499999893,0,5599,0.3728,36,39.87,39.5,7.37,20,97,15000,200,0.8854779296648255,0.9867041272998508,0.9510766820046406,0.885970531710442,0.922,0.9690905280804694,0.903626265926168,GSM2466457,0
ZKSCAN1,Unknown/Other,GSM2423103,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,100782,GEO,0.996,0.0220919999999944,0,1687,0.7114,39,51.18,50,9.9,18,83,13261,200,0.7503480944012118,0.956539484357192,0.8774686682218044,0.804147465437788,0.7895927601809954,0.9243090007087172,0.7968036529680366,GSM2423103,0
ZKSCAN2,Unknown/Other,GSM2466458,Unknown/Other,Gene Regulation,HEK293T,homo_sapiens,77185,GEO,0.967,0.0049367499999987,0,229,0.6972408650260999,36,50.91,50.5,9.72,21,97,1219,200,0.6773642921819357,0.9089619685325064,0.788756277671299,0.8461538461538461,0.6311475409836066,0.9046849757673668,0.7230046948356808,GSM2466458,0
ZKSCAN3,Unknown/Other,GSM5215336,Unknown/Other,Gene Regulation,K562,homo_sapiens,153001,GEO,0.992,0.0177886517163017,0,380,0.4455825864276568,40,44.67,41.5,9.39,18.5,81.5,1554,200,0.5331794998895832,0.8670354187970624,0.6065027865441917,0.7444444444444445,0.432258064516129,0.9280622164614388,0.5469387755102041,GSM5215336,0
ZKSCAN4,Unknown/Other,GSM3402702,Unknown/Other,Gene Regulation,HEK293T,homo_sapiens,128258,GEO,0.996,0.0112015670104506,0,155,0.4402173913043478,36,43.79,42,8.49,7,96.5,549,200,0.7798707676320468,0.9268686868686868,0.8349318676166201,0.9487179487179488,0.6727272727272727,0.9603960396039604,0.7872340425531915,GSM3402702,0
ZKSCAN5,Unknown/Other,GSM5214972,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,145446,GEO,0.988,0.0349817844333345,0,1057,0.8618,36,58.7,59.5,9.18,19.5,95.5,15000,200,0.7160366136844207,0.947304036841074,0.8906770136712732,0.8352769679300291,0.764,0.8816809465524276,0.7980501392757661,GSM5214972,0
ZKSCAN7,Unknown/Other,GSM3402701,Unknown/Other,Gene Regulation,HEK293T,homo_sapiens,128259,GEO,0.978,0.0086809299136632,0,162,0.443159922928709,36,47.59,43.5,11.97,7.5,96.5,516,200,0.682769273577642,0.9558848723659414,0.8091613818926067,0.8205128205128205,0.6153846153846154,0.9461077844311376,0.7032967032967034,GSM3402701,0
ZKSCAN8,Unknown/Other,GSM2534469,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,101225,GEO,0.988,0.0693617499999826,0,883,0.9476,35,52.89,51.5,10.58,21.5,97.5,15000,200,0.676122519704913,0.9361118026740434,0.8174754610293763,0.7796735905044511,0.7006666666666667,0.8975837451949479,0.738061797752809,GSM2534469,0
ZNF10,ZNF,GSM2825086,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,100002,GEO,0.986,0.0448209999999888,0,1195,0.792,36,53.68,53,10.93,22,80.5,15000,200,0.673849341815642,0.9295053662111932,0.8028280824903483,0.7440273037542662,0.7266666666666667,0.9002160925384518,0.7352445193929174,GSM2825086,0
ZNF100,ZNF,GSM2466467,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77181,GEO,0.994,0.0104139999999973,0,1088,0.5854777070063695,36,59.38,55,15.34,21,97,3817,200,0.8445082880919852,0.9615718842149604,0.9108927015531708,0.9104046242774566,0.824607329842932,0.9616738365271804,0.8653846153846154,GSM2466467,0
ZNF101,ZNF,GSM2423517,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,179456,GEO,0.99,0.033678834197077,0,189,0.9186,37,54.94,55.5,11.35,20.5,80.5,15000,200,0.6081039408676686,0.8903457341269843,0.7585674479983011,0.7676767676767676,0.608,0.8743455497382199,0.6785714285714286,GSM2423517,0
ZNF112,ZNF,GSM2828848,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,102239,GEO,0.964,0.0094472499999976,0,168,0.4691383595691797,40,47.56,47.5,8.24,20,77,4690,200,0.729595391449007,0.9299863704922834,0.7985056225628108,0.8696883852691218,0.6545842217484008,0.9514359094092926,0.7469586374695864,GSM2828848,0
ZNF114,ZNF,GSM2466472,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77178,GEO,0.997,0.0026394999999993,0,219,0.478108581436077,36,51.41,49,13.39,21,95.5,441,200,0.7106690545187014,0.911242050130939,0.7543298977907767,0.7804878048780488,0.7272727272727273,0.926829268292683,0.7529411764705882,GSM2466472,0
ZNF12,ZNF,GSM2797671,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,132600,GEO,0.996,0.082799027940321,0,3367,0.782,35,52.52,50.5,10.79,22,95.5,15000,200,0.6996223450041599,0.9454035347551342,0.8309578187907342,0.7781740370898717,0.7273333333333334,0.9127484246243336,0.7518952446588559,GSM2797671,0
ZNF121,ZNF,GSM5215294,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153410,GEO,0.981,0.1349164181448808,0,6354,0.6598,36,53.9,51.5,9.16,21.5,95.5,15000,200,0.7277660819186008,0.9610294194646244,0.8360273848107953,0.7930535455861071,0.7306666666666667,0.9409549888755776,0.7605829285218598,GSM5215294,0
ZNF124,ZNF,GSM5215048,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,153264,GEO,0.992,0.0490176920761464,0,555,0.9224,35,57.14,57,10.21,21,95.5,15000,200,0.751335852471188,0.9476272335181762,0.8796837544621097,0.8345021037868162,0.7933333333333333,0.9063143445435828,0.8133971291866029,GSM5215048,0
ZNF131,ZNF,GSM1959091,C2H2 Zinc Finger,Gene Regulation,HeLa,homo_sapiens,85994,GEO,0.914,0.0122082499999969,0,969,0.9604904632152588,39,55.7,55.5,9.32,20.5,83.5,2173,200,0.8045460050637442,0.942902527579947,0.913099772121839,0.903061224489796,0.815668202764977,0.9208053691275168,0.8571428571428571,GSM1959091,0
ZNF132,ZNF,GSM2466475,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77176,GEO,0.992,0.0032422499999991,0,216,0.6062846580406654,36,55.93,56,12.11,20.5,95.5,470,200,0.646546388689414,0.9289870885615568,0.8186473149231822,0.7272727272727273,0.6808510638297872,0.9039145907473308,0.7032967032967034,GSM2466475,0
ZNF133,ZNF,GSM2466476,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77175,GEO,0.996,0.0188797499999952,0,2270,0.3018,36,40.63,39,8.91,15,96,8103,200,0.7471087114676769,0.9533961146911846,0.8618263422346778,0.8427128427128427,0.7209876543209877,0.9421715863973762,0.7771124417831005,GSM2466476,0
ZNF134,ZNF,GSM5215175,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,153107,GEO,0.993,0.0265179483504341,0,1496,0.6194,40,50.52,48.5,10.69,20.5,82.5,7150,200,0.5354655855250926,0.8845420022795365,0.6702353100247573,0.7223382045929019,0.4839160839160839,0.8942267172355668,0.5795644891122278,GSM5215175,0
ZNF135,ZNF,GSM2466477,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77174,GEO,0.99,0.0061449999999984,0,578,0.2986942328618063,36,48.64,49,7.05,20.5,98,1737,200,0.7492874552789945,0.9012526155874682,0.7881888543509378,0.8814814814814815,0.6839080459770115,0.9484386347131444,0.7702265372168284,GSM2466477,0
ZNF136,ZNF,GSM2026789,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,65089,GEO,0.997,0.0054974999999986,0,348,0.1782077393075356,31,40.46,39.5,6.62,21,81,935,200,0.2857525427657099,0.8674495717048909,0.3965752750628258,0.5625,0.1914893617021276,0.8958333333333334,0.2857142857142857,GSM2026789,0
ZNF138,ZNF,GSM5215074,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,152779,GEO,0.985,0.047044820567219,0,620,0.938,36,64.21,65,9.48,21.5,95.5,15000,200,0.8311840459179771,0.9753425970292288,0.9677518485073558,0.9113233287858116,0.8906666666666667,0.918037357122944,0.9008766014834796,GSM5215074,0
ZNF140,ZNF,GSM2423519,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,179867,GEO,0.996,0.0201530713725059,0,516,0.4122,38,46.06,45.5,8.82,20,80,5254,200,0.7954538749878819,0.9612285444958928,0.8617008414344746,0.8417849898580122,0.7904761904761904,0.96329558766107,0.8153241650294696,GSM2423519,0
ZNF141,ZNF,GSM2466479,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77173,GEO,0.993,0.0250759999999937,0,2931,0.4624,36,58.91,58,10.25,21,95.5,7521,200,0.8904786002008124,0.9833929562067616,0.9588745721643558,0.9408450704225352,0.8882978723404256,0.9625,0.9138166894664844,GSM2466479,0
ZNF142,ZNF,GSM5214812,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,145401,GEO,0.992,0.0688749190680876,0,1032,0.946,35,63.62,64.5,10.11,21,95.5,15000,200,0.8066270965920856,0.9690752775521256,0.9495726199706446,0.91257225433526,0.842,0.9096415951539626,0.875866851595007,GSM5214812,0
ZNF143,ZNF,GSM2024873,C2H2 Zinc Finger,Gene Regulation,MCF-7,homo_sapiens,71042,GEO,0.741,0.8232322499997943,0,19856,0.951,37,59.9,60,11.35,21,95.5,15000,200,0.8439984427260209,0.9786356764928194,0.9410416893242936,0.865814696485623,0.9033333333333332,0.939932318104907,0.8841761827079935,GSM2024873,0
ZNF146,ZNF,GSM2423862,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,179517,GEO,0.997,0.058251251332226,0,3748,0.1312,37,40.36,39.5,5.81,21,77,15000,200,0.921761763923524,0.9899884744771098,0.9681328761521067,0.9330207635632952,0.9286666666666666,0.9839472663823188,0.9308386234547276,GSM2423862,0
ZNF148,ZNF,GSM2828724,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,100375,GEO,0.949,0.016012749999996,0,195,0.6916,40,53.59,52.5,10.82,9.5,79,10613,200,0.7684896614453215,0.9456206044382016,0.8633124587397891,0.8769574944071589,0.7389255419415646,0.9364323258869908,0.8020460358056266,GSM2828724,0
ZNF154,ZNF,GSM2466480,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,77172,GEO,0.996,0.0041014999999989,0,232,0.2761506276150627,36,40.27,38,10.19,20.5,98,389,200,0.6005325641789633,0.8672490943959088,0.659139965665705,1,0.3846153846153846,0.94,0.5555555555555556,GSM2466480,0
ZNF155,ZNF,GSM2828365,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,102449,GEO,0.985,0.0087722499999978,0,140,0.5295670538542767,37,49.14,48.5,8.31,21,76.5,3671,200,0.8031863064866712,0.9503419314082172,0.8587384008775107,0.9072847682119204,0.7465940054495913,0.9625502940266172,0.8191330343796711,GSM2828365,0
ZNF157,ZNF,GSM2827556,C2H2 Zinc Finger,Gene Regulation,HEK293,homo_sapiens,100166,GEO,0.979,0.0223354999999944,0,1005,0.517,37,50.42,49.5,8.96,22,77,7086,200,0.7131707966824714,0.930944992947814,0.8308916326060863,0.7786032689450223,0.7390691114245416,0.9233769213122276,0.7583212735166426,GSM2827556,0
ZNF160,ZNF,GSM3402703,C2H2 Zinc Finger,Gene Regulation,HEK293T,homo_sapiens,128257,GEO,0.991,0.0270077480383561,0,2707,0.156,36,32.62,31,6.67,7,96.5,6255,200,0.8829231971552336,0.9665524984261998,0.9258836099516018,0.9514388489208632,0.8450479233226837,0.9749494949494948,0.8950930626057529,GSM3402703,0
ZNF165,ZNF,GSM5330712,C2H2 Zinc Finger,Gene Regulation,K-562,homo_sapiens,169878,GEO,0.994,0.0226380390948127,0,394,0.7484,40,57.28,59,11.87,20.5,81.5,6930,200,0.6833131950698582,0.9338294026148736,0.8292957131467866,0.8535645472061657,0.6392496392496393,0.9022781774580336,0.731023102310231,GSM5330712,0
ZNF169,ZNF,GSM5214930,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,145495,GEO,0.992,0.0197256556798196,0,429,0.7676,40,57.93,60.5,11.48,19.5,81.5,6971,200,0.6847095251243622,0.9369642491142798,0.8378111189664003,0.861271676300578,0.6413199426111909,0.8976803304734668,0.7351973684210527,GSM5214930,0
ZNF17,ZNF,GSM5214406,C2H2 Zinc Finger,Gene Regulation,Hep-G2,homo_sapiens,145637,GEO,0.987,0.0230606241231269,0,263,0.8936,36,62.58,64,9.28,20.5,95.5,12717,200,0.7823084704214619,0.9644918095273805,0.9409665471143824,0.8965224766751484,0.8309748427672956,0.8974124809741248,0.8625050999592003,GSM5214406,0
ZNF174,ZNF,GSM5214339,C2H2 Zinc Finger,Gene Regulation,K562,homo_sapiens,145885,GEO,0.985,0.0133244355466544,0,390,0.4435045317220544,40,45.27,41,10.86,20,81.5,1648,200,0.5788218771743723,0.8548629531388153,0.607859198845358,0.6387096774193548,0.6,0.9270771069934248,0.61875,GSM5214339,0
