TF_Name,Subgroup,GSM_ID,Family,Function,Cell_Line,Species,Cistrome_ID,External_ID_Type,PBC,FRiP,MappedRatio,PeaksFoldChangeAbove10,PeaksUnionDHSRatio,FastQC,GC_Content_Mean,GC_Content_Median,GC_Content_Std,GC_Content_Min,GC_Content_Max,Total_Sequences,Avg_Sequence_Length,mcc,roc_auc,pr_auc,precision,recall,accuracy,f1,gsm,fold
Ascl1,Unknown/Other,GSM4654881,Unknown/Other,Gene Regulation,SH-SY5Y,homo_sapiens,167077,GEO,0.973,0.5846580794846229,0,67984,0.8404,35,55.71,56,8.38,21.5,88,15000,200,0.8552309613781897,0.9805948158253752,0.9563229818195343,0.8935888962326504,0.9013333333333332,0.9401742497579864,0.8974444075672088,GSM4654881,0
Atf2,bZIP,GSM2824378,bZIP,"Stress Response, Differentiation",Hep-G2,homo_sapiens,102521,GEO,0.991,0.1986847270367082,0,35668,0.5536,37,40.53,39.5,9.13,13,80,15000,200,0.9486718403994144,0.9873153260352217,0.9793282269015544,0.953611663353214,0.9593333333333334,0.9867730210016156,0.9564639415088068,GSM2824378,0
Atf4,bZIP,GSM4066026,bZIP,"Stress Response, Differentiation",HeLa,homo_sapiens,150028,GEO,0.953,0.2363937531352584,0,11576,0.9724,35,50.33,49,9.25,21.5,87,15000,200,0.6513888960111532,0.904816939464796,0.7724378939356151,0.808695652173913,0.62,0.9001895135818067,0.7018867924528301,GSM4066026,0
Atf5,bZIP,GSM5214942,bZIP,"Stress Response, Differentiation",Hep-G2,homo_sapiens,146177,GEO,0.981,0.0293621999296424,0,463,0.9054,36,62.76,64,9.66,20,95.5,15000,200,0.8038964945475487,0.965307682083998,0.9456583342562188,0.8932038834951457,0.8586666666666667,0.9086826347305388,0.8755948334466349,GSM5214942,0
BATF,bZIP,GSM803538,bZIP,"Stress Response, Differentiation",GM12878,homo_sapiens,46109,GEO,0.99,0.1875064999999531,0,22045,0.9796,29,43.83,43,6.6,21.5,77,15000,200,0.7630604833960943,0.9623937895464454,0.8941533581924064,0.879585326953748,0.7353333333333333,0.9294632513837044,0.8010167029774873,GSM803538,0
BATF2,bZIP,GSM1643142,bZIP,"Stress Response, Differentiation",HeLa,homo_sapiens,52969,GEO,0.992,0.0043882499999989,0,53,0.4242424242424242,37,41.45,40,7.38,22,69,215,200,0.7901741873498282,0.925,0.7846307464886626,0.9333333333333332,0.7,0.9635416666666666,0.8,GSM1643142,0
BCL6,Unknown/Other,GSM763404,Unknown/Other,Gene Regulation,OCI-Ly1,homo_sapiens,35517,GEO,0.954,0.2917227499999271,0,13991,0.946,37,60.59,59.5,7.77,22,84.5,15000,200,0.8204516904188188,0.9712942913385828,0.958311615930223,0.8777848504137492,0.9193333333333332,0.9113816534541336,0.8980788016932595,GSM763404,0
BCL6B,Unknown/Other,GSM2827437,Unknown/Other,Gene Regulation,HEK293,homo_sapiens,101495,GEO,0.964,0.0191982499999952,0,634,0.8244,40,46.91,46,10.35,14,76.5,13048,200,0.596457538026118,0.8876066850668558,0.7196360997436912,0.7415841584158416,0.5739463601532567,0.8999265066144047,0.6470842332613391,GSM2827437,0
BNC2,Unknown/Other,GSM5330896,Unknown/Other,Gene Regulation,SK-N-SH,homo_sapiens,146565,GEO,0.983,0.0541656340102005,0,633,0.8884,39,40.6,38.5,9.26,20,80.5,15000,200,0.5751893615930669,0.8967255318145371,0.7175076177840638,0.7390527256478999,0.5513333333333333,0.8873584685420801,0.6315387552500955,GSM5330896,0
Bach1,Unknown/Other,GSM2827284,Unknown/Other,Gene Regulation,GM12878,homo_sapiens,102087,GEO,0.909,0.0735634999999816,0,1899,0.9546,40,55.57,54.5,13.99,22,87,15000,200,0.7466387660460944,0.9555202291442894,0.8624577869740628,0.8259608411892676,0.7593333333333333,0.9250343021080204,0.7912469607502605,GSM2827284,0
Bach2,Unknown/Other,GSM5667482,Unknown/Other,Gene Regulation,SK-N-SH,homo_sapiens,174862,GEO,0.992,0.0114180419948553,0,260,0.4897090134847409,37,45.15,40,12.62,16.5,83.5,1403,200,0.587150911006068,0.8978445923824075,0.6630817375628026,0.8048780487804879,0.4714285714285714,0.937888198757764,0.5945945945945946,GSM5667482,0
Batf3,bZIP,GSM4815741,bZIP,"Stress Response, Differentiation",KARPAS 299,homo_sapiens,152394,GEO,0.994,0.0780005196300179,0,7231,0.8892,34,42.15,41,8.23,16.5,95.5,15000,200,0.8150988994296872,0.9636163800590584,0.9035743979059928,0.8598066298342542,0.83,0.9500871839581516,0.844640434192673,GSM4815741,0
Bcl11a,Unknown/Other,GSM803388,Unknown/Other,Gene Regulation,GM12878,homo_sapiens,46151,GEO,0.993,0.0901612499999774,0,8521,0.9776,27,45.75,45,7.6,21,96,15000,200,0.7390332464398347,0.9565202262781513,0.8761709858316001,0.857484076433121,0.718,0.922282468370772,0.7815674891146589,GSM803388,0
Bclaf1,Unknown/Other,GSM803509,Unknown/Other,Gene Regulation,GM12878,homo_sapiens,6958,GEO,0.996,0.1093154999999726,0,3261,0.9778,34,53.22,51.5,10.76,21,96,15000,200,0.704225780902079,0.945043657183754,0.8533271986289829,0.759634225996081,0.7753333333333333,0.9005501481168007,0.767403497195645,GSM803509,0
Bhlhe40,Unknown/Other,GSM2828892,Unknown/Other,Gene Regulation,GM12878,homo_sapiens,100437,GEO,0.817,0.3251932499999187,0,20348,0.964,40,58.43,58,12.57,21.5,89,15000,200,0.7477207772606099,0.9554623156067932,0.8854587404487436,0.7851239669421488,0.8233333333333334,0.912329165455074,0.8037748128864302,GSM2828892,0
Bhlhe41,Unknown/Other,GSM2515691,Unknown/Other,Gene Regulation,leukemia,homo_sapiens,137270,GEO,0.994,0.0117531858470764,0,399,0.2058303886925795,38,40.45,39,6.91,19.5,83,1125,200,0.6973791298990375,0.8944051130776793,0.7178929973984057,0.7280701754385965,0.7345132743362832,0.9397828232971372,0.7312775330396476,GSM2515691,0
Brg,Unknown/Other,GSM3526000,Unknown/Other,Gene Regulation,MCF-7,homo_sapiens,133791,GEO,0.987,0.0605020558428804,0,1529,0.9664,35,52.14,50.5,12.68,17,95.5,15000,200,0.6462026559200211,0.9083182447595856,0.7493855995332971,0.7427937915742794,0.67,0.9006013441811107,0.704521556256572,GSM3526000,0
CAMTA2,Unknown/Other,GSM5330758,Unknown/Other,Gene Regulation,HepG2,homo_sapiens,146803,GEO,0.981,0.0686144079388523,0,514,0.9166,36,63.26,64,8.81,19.5,95.5,15000,200,0.8104925629345884,0.970384603323926,0.9546724333399332,0.8840579710144928,0.8946666666666667,0.9078874793160508,0.8893306825712393,GSM5330758,0
CASZ1,Unknown/Other,GSM2667962,Unknown/Other,Gene Regulation,HCT 116,homo_sapiens,82333,GEO,0.985,0.296238249999926,0,9457,0.9772,35,67.27,68.5,10.15,22,91.5,15000,200,0.8787164964663668,0.9806048298572998,0.9802060166152538,0.9539106145251396,0.9106666666666666,0.9397953040337146,0.931787175989086,GSM2667962,0
CBFB,Unknown/Other,GSM5214672,Unknown/Other,Gene Regulation,K562,homo_sapiens,146061,GEO,0.99,0.0563302499999859,0,488,0.895,36,60.61,61,8.68,21,95.5,15000,200,0.7790902085905287,0.9622903225806452,0.9253011080863268,0.8559096945551129,0.8593333333333333,0.8987701040681173,0.8576180971390552,GSM5214672,0
CC2D1A,Unknown/Other,GSM2827292,Unknown/Other,Gene Regulation,K562,homo_sapiens,100700,GEO,0.933,0.0715052499999821,0,1675,0.9406,37,52.12,51.5,8.64,21.5,80,15000,200,0.6413539692372282,0.91452237057859,0.7953998462702997,0.8076923076923077,0.616,0.889321468298109,0.6989409984871406,GSM2827292,0
CDX2,Unknown/Other,GSM3175501,Unknown/Other,Gene Regulation,endoderm,homo_sapiens,105170,GEO,0.992,0.4085739999998978,0,51268,0.458,35,33.74,33.5,4.31,19.5,57,15000,200,0.7553403542681582,0.958391207001832,0.8944647248537553,0.8516605166051661,0.7693333333333333,0.9147045064712304,0.8084063047285464,GSM3175501,0
CDX4,Unknown/Other,GSM5667453,Unknown/Other,Gene Regulation,GM25256,homo_sapiens,174918,GEO,0.994,0.0141458321413518,0,594,0.2673101133025597,36,40.7,39,7.18,19.5,81.5,2369,200,0.7111727347862021,0.9095610944364696,0.7206591804687014,0.7426160337552743,0.7426160337552743,0.9439595774000918,0.7426160337552743,GSM5667453,0
CEBPA,bZIP,GSM3392789,bZIP,"Stress Response, Differentiation",U-937,homo_sapiens,141291,GEO,0.953,0.5695072905983619,0,63780,0.9736,35,43.16,42,8.45,21.5,85.5,15000,200,0.781517007001405,0.9500882939086732,0.8799135233213116,0.8145695364238411,0.82,0.9401783772025234,0.8172757475083057,GSM3392789,0
CEBPD,bZIP,GSM5214881,bZIP,"Stress Response, Differentiation",Hep-G2,homo_sapiens,145329,GEO,0.993,0.0854189208436926,0,5425,0.9448,33,51.59,50,9.56,21,97.5,15000,200,0.7882380891321105,0.9663669944331722,0.8995733833862559,0.8568360773085183,0.798,0.9363854812191728,0.8263721090783569,GSM5214881,0
CEBPZ,bZIP,GSM2423746,bZIP,"Stress Response, Differentiation",K562,homo_sapiens,101858,GEO,0.992,0.0030814999999992,0,272,0.7578534031413613,39,52.23,53,9.98,20,79.5,704,200,0.7852317432207472,0.9507632093933464,0.902897536441258,0.896551724137931,0.7428571428571429,0.9448275862068966,0.8125,GSM2423746,0
CENPA,Unknown/Other,GSM1053820,Unknown/Other,Gene Regulation,cervical cancer,homo_sapiens,41251,GEO,0.952,0.1882292499999529,0,1758,0.1814553269880258,38,42.11,39.5,7.48,23,74.5,3009,200,0.7194585306256664,0.9588141310136694,0.7138077437633675,0.713855421686747,0.7873754152823921,0.9455665867853474,0.7488151658767772,GSM1053820,0
CENPT,Unknown/Other,GSM1709885,Unknown/Other,Gene Regulation,lymphoblastoid cell line,homo_sapiens,69238,GEO,0.95,0.0049404999999987,0,129,0.8840262582056893,37,55.51,58,14.02,0.5,82,1359,200,0.68955721418109,0.8682126696832579,0.7553411662547614,0.875,0.6176470588235294,0.9143239625167336,0.7241379310344828,GSM1709885,0
CENPX,Unknown/Other,GSM5669176,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,172272,GEO,0.982,0.0114842733830674,0,176,0.887,36,61.33,63,10.49,19.5,95.5,5401,200,0.7437294874517005,0.9425804293620386,0.905014120574848,0.860655737704918,0.7777777777777778,0.8930602957906713,0.8171206225680934,GSM5669176,0
CREB3,bZIP,GSM5214674,bZIP,"Stress Response, Differentiation",Hep-G2,homo_sapiens,146242,GEO,0.993,0.0241044136064189,0,364,0.9406,35,62.67,64,10.17,17,95.5,13434,200,0.785553156475928,0.9641211629737104,0.944549186678858,0.8464285714285714,0.8823529411764706,0.9001071237279057,0.8640174990885892,GSM5214674,0
CREB3L1,bZIP,GSM2423031,bZIP,"Stress Response, Differentiation",K562,homo_sapiens,101334,GEO,0.9,0.0788452499999803,0,1462,0.9438,38,58.96,59,10.88,22,86.5,15000,200,0.7041080722621483,0.9338690336233249,0.8610220894421653,0.8152492668621701,0.7413333333333333,0.888753693725013,0.776536312849162,GSM2423031,0
CREM,Unknown/Other,GSM2527443,Unknown/Other,Gene Regulation,K562,homo_sapiens,102084,GEO,0.986,0.1967712499999508,0,18297,0.9668,38,58.64,58.5,10.69,22,95.5,15000,200,0.8345065815120752,0.975986895986896,0.938212378130346,0.9015471167369902,0.8546666666666667,0.9357271095152604,0.8774811772758385,GSM2527443,0
CSDC2,Unknown/Other,GSM5331228,Unknown/Other,Gene Regulation,SK-N-SH,homo_sapiens,146731,GEO,0.974,0.0337894393309749,0,442,0.8842,40,52.55,50.5,12.83,18.5,85,15000,200,0.5711968205615491,0.8895030447051835,0.7100258622291828,0.6918335901386748,0.5986666666666667,0.8782946678003158,0.6418870621872766,GSM5331228,0
CSDE1,Unknown/Other,GSM2825437,Unknown/Other,Gene Regulation,MCF-7,homo_sapiens,101766,GEO,0.875,0.0063799999999984,0,236,0.7654690618762475,40,54.93,57,12.79,21,82.5,1802,200,0.7255510530621889,0.8918636240152132,0.8042292681847772,0.8410596026490066,0.7055555555555556,0.9228456913827656,0.7673716012084593,GSM2825437,0
CSRNP3,Unknown/Other,GSM5379224,Unknown/Other,Gene Regulation,SK-N-SH,homo_sapiens,150941,GEO,0.979,0.0185641767223202,0,275,0.8676,40,42.83,40,10.09,20,76.5,7161,200,0.4754857726226912,0.8497050401793123,0.6004704834462222,0.6079734219269103,0.5111731843575419,0.8599091561080564,0.5553869499241275,GSM5379224,0
CTCFL,CTCF,GSM1817667,C2H2 Zinc Finger,"Chromatin Architecture, Insulator",MCF-7,homo_sapiens,55783,GEO,0.974,0.380064749999905,0,53256,0.9696,38,54.75,54,10.45,21.5,88.5,15000,200,0.9322682157673504,0.9948362405089268,0.9863921022631452,0.951645399597045,0.9446666666666668,0.9756786442805586,0.9481431917029108,GSM1817667,0
CUX1,Unknown/Other,GSM5508477,Unknown/Other,Gene Regulation,K562,homo_sapiens,160030,GEO,0.966,0.1181250321975644,0,12997,0.9748,40,48.33,46.5,9.97,15.5,96.5,15000,200,0.7569575391625469,0.9594779200418082,0.8639303064969841,0.7903014416775884,0.804,0.9329254970504698,0.7970918704560476,GSM5508477,0
Cebpb,bZIP,GSM1684643,bZIP,"Stress Response, Differentiation",mesenchymal stem cell,homo_sapiens,54134,GEO,0.989,0.5830774999998543,0,167504,0.6414,37,38.84,38.5,6.3,19.5,79,15000,200,0.9087521967063312,0.9863012511170688,0.9683730931656748,0.918918918918919,0.9293333333333332,0.9744419642857144,0.924096784885648,GSM1684643,0
Cebpg,bZIP,GSM2534241,bZIP,"Stress Response, Differentiation",Hep-G2,homo_sapiens,101550,GEO,0.991,0.1275422499999681,0,14138,0.9452,34,47.81,47,8.46,21.5,81,15000,200,0.8082074796706646,0.976372534907154,0.9189264755121076,0.8835666912306559,0.7993333333333333,0.9456611814845508,0.839341967098355,GSM2534241,0
Clock,Unknown/Other,GSM4304355,Unknown/Other,Gene Regulation,mesenchymal stem cell,homo_sapiens,156426,GEO,0.981,0.0973220859424966,0,961,0.1458,40,45.47,42.5,8.99,20.5,95.5,15000,200,0.4564873630169536,0.8795580684749666,0.5334728654833423,0.6686893203883495,0.3673333333333333,0.9174826119251808,0.4741824440619621,GSM4304355,0
Creb1,bZIP,GSM1861929,bZIP,"Stress Response, Differentiation",Hep-G2,homo_sapiens,56047,GEO,0.968,0.3021482499999244,0,13222,0.974,38,60.88,62,10.96,21.5,86,15000,200,0.7975541974368959,0.9656852225747524,0.932301816367614,0.8552544613350959,0.8626666666666667,0.9144352728004832,0.8589445735147694,GSM1861929,0
Creb5,bZIP,GSM4087688,bZIP,"Stress Response, Differentiation",prostate cancer,homo_sapiens,129983,GEO,0.985,0.0589070757817065,0,5790,0.9392,35,38.19,36.5,8.93,15,95.5,15000,200,0.7409294202522658,0.9558469551282052,0.8590968744304337,0.7939767282683093,0.7733333333333333,0.9286826880284824,0.7835190813914218,GSM4087688,0
Ctcf,CTCF,GSM3094388,C2H2 Zinc Finger,"Chromatin Architecture, Insulator",SYO-1,homo_sapiens,89597,GEO,0.939,0.6263304999998435,0,50621,0.9756,34,50.75,49.5,11.51,21.5,87.5,15000,200,0.9049887070900876,0.9898409734955826,0.9721528813459182,0.9454926624737946,0.902,0.9699959994665956,0.9232343909928352,GSM3094388,0
DBP,Unknown/Other,GSM5331377,Unknown/Other,Gene Regulation,HepG2,homo_sapiens,146614,GEO,0.995,0.0202774834579426,0,269,0.9352,35,61.27,62.5,9.71,16.5,95.5,11534,200,0.7559723445127787,0.953085935074482,0.9225697055205812,0.8517857142857143,0.8274067649609714,0.8899939722724532,0.8394192696876375,GSM5331377,0
DDIT3,Unknown/Other,GSM3027229,Unknown/Other,Gene Regulation,402-91,homo_sapiens,103939,GEO,0.947,0.1334409999999666,0,10947,0.9674,40,45.78,44,10.68,11.5,95,15000,200,0.7558056082972952,0.9554048017867112,0.8667356233016748,0.8659217877094972,0.7233333333333334,0.9370478350070188,0.7882310207046858,GSM3027229,0
DEAF1,Unknown/Other,GSM5214710,Unknown/Other,Gene Regulation,K562,homo_sapiens,145707,GEO,0.989,0.0368051652442018,0,2086,0.8902,40,50.51,49.5,11.03,20,82,15000,200,0.8284291658200444,0.9663407533364248,0.9254603032603956,0.8745692625775328,0.846,0.9481741749278454,0.8600474415452389,GSM5214710,0
DLX4,Unknown/Other,GSM5213952,Unknown/Other,Gene Regulation,K562,homo_sapiens,149879,GEO,0.992,0.0166134025579229,0,403,0.3126323218066337,40,43.12,40,8.55,21.5,78,1409,200,0.6420132752346471,0.8983470977976857,0.6782859389797845,0.7109375,0.6453900709219859,0.9358879882092852,0.6765799256505576,GSM5213952,0
DLX6,Unknown/Other,GSM5214395,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,146211,GEO,0.995,0.05577951460303,0,903,0.951,35,55.02,54,11.38,16.5,95.5,15000,200,0.7154319303224882,0.9454535929034948,0.8495538884111722,0.7920446615491975,0.7566666666666667,0.9066065643048316,0.7739515854074327,GSM5214395,0
DMTF1,Unknown/Other,GSM5214210,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,146026,GEO,0.977,0.020661419100178,0,400,0.8986,36,62.37,63.5,9.73,20,95.5,8560,200,0.791019814839325,0.964966440665361,0.9331627658717364,0.8685446009389671,0.8644859813084113,0.9035532994923858,0.8665105386416861,GSM5214210,0
DUX4,Unknown/Other,GSM837613,Unknown/Other,Gene Regulation,myoblast,homo_sapiens,5822,GEO,0.996,0.1556454999999611,0,48177,0.3962,38,41.95,42,5.82,22,75.5,15000,200,0.9697397288201054,0.9977786729719472,0.9908602080263936,0.9646365422396856,0.982,0.9937301648734422,0.9732408325074332,GSM837613,0
E2F1,bHLH,GSM2501567,bHLH,"Cell Cycle, Proliferation",SN12C-PM6-2,homo_sapiens,75043,GEO,0.981,0.2809114999999298,0,12717,0.9738,37,58.01,59.5,10.54,21.5,81.5,15000,200,0.7643278393998196,0.9495289256198348,0.9010541634887256,0.8458333333333333,0.812,0.906180193596426,0.8285714285714286,GSM2501567,0
E2F2,bHLH,GSM5213912,bHLH,"Cell Cycle, Proliferation",Hep-G2,homo_sapiens,149769,GEO,0.993,0.0422856702935893,0,525,0.9344,34,63.85,65,9.07,21,95.5,15000,200,0.8468882336144932,0.9776528117359414,0.9698997389758216,0.9113924050632912,0.912,0.92524682651622,0.9116961012995668,GSM5213912,0
E2F3,bHLH,GSM5214110,bHLH,"Cell Cycle, Proliferation",K562,homo_sapiens,146223,GEO,0.986,0.0282340450176564,0,627,0.794,40,61.75,64,11.87,18.5,84.5,11116,200,0.7052212454742681,0.935776306210124,0.868642497436142,0.8521739130434782,0.7050359712230215,0.8896551724137931,0.7716535433070866,GSM5214110,0
E2F4,bHLH,GSM5215179,bHLH,"Cell Cycle, Proliferation",Hep-G2,homo_sapiens,152761,GEO,0.989,0.1150261857862874,0,6545,0.9632,35,64.11,65.5,9.92,16.5,95.5,15000,200,0.869637516441066,0.982543890865955,0.976024562998724,0.9445224719101124,0.8966666666666666,0.9375667022411952,0.9199726402188784,GSM5215179,0
E2F5,bHLH,GSM5214544,bHLH,"Cell Cycle, Proliferation",Hep-G2,homo_sapiens,145763,GEO,0.993,0.0341813759951274,0,1033,0.9402,34,66.04,67.5,9.03,21.5,95.5,15000,200,0.8553884044847027,0.9827310182460272,0.98143375070343,0.913894324853229,0.934,0.9277899343544858,0.923837784371909,GSM5214544,0
E2F7,bHLH,GSM991660,bHLH,"Cell Cycle, Proliferation",IMR-90,homo_sapiens,38589,GEO,0.963,0.0213402499999946,0,763,0.9732,38,48.12,46,9.8,19,84,15000,200,0.680328191763896,0.9417306679308892,0.8172198562327595,0.7230283911671924,0.764,0.8986969851814001,0.7429497568881686,GSM991660,0
E2f6,bHLH,GSM701863,bHLH,"Cell Cycle, Proliferation",K562,homo_sapiens,1978,GEO,0.967,0.2035697499999491,0,7608,0.965,28,61.53,62,9.31,21,85.5,15000,200,0.8398177162473344,0.9781640515371858,0.9622898858308137,0.8770595690747782,0.9226666666666666,0.924629224410406,0.8992852501624431,GSM701863,0
E4F1,Unknown/Other,GSM5369620,Unknown/Other,Gene Regulation,K562,homo_sapiens,149648,GEO,0.992,0.0275469601022492,0,623,0.6478,40,54.15,54.5,13.88,17.5,83.5,9906,200,0.5951026835659211,0.8786396710946518,0.6957511118796972,0.7352941176470589,0.5802219979818365,0.8972625329815304,0.6486181613085167,GSM5369620,0
EBF1,Unknown/Other,GSM5071691,Unknown/Other,Gene Regulation,697,homo_sapiens,173176,GEO,0.98,0.3114310688485643,0,40469,0.9144,39,52.43,51.5,9.63,22,85.5,15000,200,0.8116432330822362,0.9720825578620854,0.9208531099726316,0.8553162853297442,0.8473333333333334,0.9373589164785552,0.8513060951105157,GSM5071691,0
EBF3,Unknown/Other,GSM2410317,Unknown/Other,Gene Regulation,SK-N-SH,homo_sapiens,76849,GEO,0.979,0.1847887499999538,0,13312,0.9726,35,48.73,47.5,10.15,21.5,80.5,15000,200,0.7194280676414707,0.9488630275865748,0.8440215336047313,0.7706543291473893,0.7773333333333333,0.9120950045178778,0.7739794225024892,GSM2410317,0
EGR1,Unknown/Other,GSM5214022,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,145892,GEO,0.982,0.195618822772447,0,8339,0.9556,36,65.24,66.5,10.45,21.5,95.5,15000,200,0.8378140200286123,0.9751690987124464,0.9659811702453908,0.9013333333333332,0.9013333333333332,0.9227154046997388,0.9013333333333332,GSM5214022,0
EGR3,Unknown/Other,GSM2026802,Unknown/Other,Gene Regulation,HEK293,homo_sapiens,65186,GEO,0.982,0.3693212499999077,0,39944,0.8354,37,63.67,63,8.86,21.5,87.5,15000,200,0.92537451682871,0.992007098765432,0.9837432381065548,0.9596774193548387,0.952,0.9639344262295082,0.9558232931726908,GSM2026802,0
ELF1,Unknown/Other,GSM1010764,Unknown/Other,Gene Regulation,ELF-1,homo_sapiens,46323,GEO,0.993,0.1125904999999718,0,7698,0.9738,39,59.29,59.5,9.66,22,86,15000,200,0.8054321601555973,0.9659021629270264,0.9389229438602744,0.8601444517399869,0.8733333333333333,0.9160066694456024,0.8666887198147536,GSM1010764,0
ELF2,Unknown/Other,GSM5374824,Unknown/Other,Gene Regulation,K562,homo_sapiens,150897,GEO,0.994,0.0356362725613609,0,856,0.7426,40,56.01,57,12.38,17,85,15000,200,0.6163151769874375,0.9058138880200188,0.7672363864667889,0.8508583690987125,0.5286666666666666,0.8928299974664302,0.6521381578947368,GSM5374824,0
ELF3,Unknown/Other,GSM1574273,Unknown/Other,Gene Regulation,pancreatic ductal adenocarcinoma,homo_sapiens,67615,GEO,0.991,0.2043729999999489,0,10271,0.9676,38,47.32,45.5,9.84,21.5,79.5,15000,200,0.6927494993452291,0.940070735711088,0.8294457937787291,0.7764960346070656,0.718,0.9106206560175588,0.7461032213370281,GSM1574273,0
ELK3,Unknown/Other,GSM5215532,Unknown/Other,Gene Regulation,K562,homo_sapiens,153027,GEO,0.989,0.0140126757773781,0,328,0.4535483870967742,40,43.76,40.5,9.87,19.5,78.5,1546,200,0.4737967778860378,0.8268461359944302,0.5044377780856606,0.6595744680851063,0.4,0.919093851132686,0.4979919678714859,GSM5215532,0
ELK4,Unknown/Other,GSM5668838,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,164667,GEO,0.992,0.0204530203777053,0,363,0.904,34,63.71,65.5,9.33,22,95.5,7907,200,0.845315514356012,0.97343777008775,0.9661898126571896,0.9285714285714286,0.8874841972187105,0.925130890052356,0.907563025210084,GSM5668838,0
EMX1,Unknown/Other,GSM1327160,Unknown/Other,Gene Regulation,kidney cell,homo_sapiens,44562,GEO,0.994,0.144038749999964,0,3829,0.938,37,63.84,64.5,8.99,21.5,87,15000,200,0.8987935510470594,0.9883512361466326,0.9827249402492384,0.9391534391534392,0.9466666666666668,0.9502170767004342,0.9428950863213812,GSM1327160,0
EN1,Unknown/Other,GSM3422095,Unknown/Other,Gene Regulation,MCF-7,homo_sapiens,127875,GEO,0.986,0.0216807293787783,0,1216,0.913,33,61.91,63,11.17,17,95.5,11742,200,0.7808816318448972,0.9549562769431332,0.9164711141509962,0.9308176100628932,0.7563884156729132,0.9092549626192318,0.8345864661654135,GSM3422095,0
ERF,Unknown/Other,GSM2797516,Unknown/Other,Gene Regulation,Hep-G2,homo_sapiens,132621,GEO,0.992,0.0731343604525089,0,1011,0.9574,35,59.27,59.5,11.37,17,95.5,15000,200,0.7608145954605792,0.9574894411955815,0.9004579683767974,0.838865836791148,0.8086666666666666,0.907209136331192,0.823489477257298,GSM2797516,0
ESR2,Nuclear Receptor,GSM542548,Nuclear Receptor,"Hormone Response, Metabolism",U2OS,homo_sapiens,2778,GEO,0.961,0.1737360025831777,0,7324,0.8446,15,52.64,52,7.69,20.5,87,15000,200,0.886106056440626,0.9879272673733804,0.969171001827677,0.918010752688172,0.9106666666666666,0.9575315195753152,0.9143239625167336,GSM542548,0
ESRRA,Nuclear Receptor,GSM2160188,Nuclear Receptor,"Hormone Response, Metabolism",,homo_sapiens,76650,GEO,0.994,0.0742889977158142,0,3507,0.9062,36,51.62,50.5,9.75,17,81,15000,200,0.7091488948299153,0.9433003535433484,0.8362690066090723,0.82922954725973,0.696,0.914161443008827,0.7567959405581732,GSM2160188,0
ESRRG,Nuclear Receptor,GSM3119070,Nuclear Receptor,"Hormone Response, Metabolism",induced pluripotent stem cell,homo_sapiens,166796,GEO,0.936,0.1504109325425458,0,10077,0.9328,36,48.92,47.5,8.71,18,96.5,15000,200,0.7113142528443845,0.9468013136289,0.8344048804290859,0.8186687069625096,0.7133333333333334,0.912121212121212,0.7623797648735304,GSM3119070,0
ETS1,Unknown/Other,GSM1252929,Unknown/Other,Gene Regulation,CUTLL1,homo_sapiens,43097,GEO,0.941,0.1537654999999615,0,14221,0.9606,38,59.08,59,10.17,21.5,87,15000,200,0.778106143579815,0.9596303835642258,0.9175089889545784,0.8454849498327759,0.8426666666666667,0.9072860829859044,0.8440734557595994,GSM1252929,0
ETV1,Unknown/Other,GSM2127447,Unknown/Other,Gene Regulation,melanoma,homo_sapiens,137459,GEO,0.996,0.0721700203915694,0,7022,0.9806,36,49.5,47.5,10.47,18,96.5,15000,200,0.7584520684116711,0.9602551678602266,0.8790062924094205,0.8118609406952966,0.794,0.9274463599156642,0.8028311425682507,GSM2127447,0
ETV4,Unknown/Other,GSM738817,Unknown/Other,Gene Regulation,parvocellular oculomotor nucleus,homo_sapiens,5924,GEO,0.947,0.0100382499999974,0,219,0.965,30,46.5,45,9.45,21.5,79.5,2984,200,0.5261716543087008,0.885177288551212,0.7016929497650728,0.5919003115264797,0.6375838926174496,0.856110776640578,0.6138933764135702,GSM738817,0
ETV6,Unknown/Other,GSM2574796,Unknown/Other,Gene Regulation,GM12878,homo_sapiens,74647,GEO,0.988,0.1069457499999732,0,5631,0.9722,36,47.57,46.5,8.89,21.5,81.5,15000,200,0.7826318387510441,0.9659980778958016,0.8993983630807038,0.8195637805684072,0.8266666666666667,0.9341161928306552,0.8230999004314636,GSM2574796,0
Egr2,Unknown/Other,GSM2026759,Unknown/Other,Gene Regulation,HEK293,homo_sapiens,65147,GEO,0.982,0.1713449999999571,0,19329,0.8964,37,62.5,62.5,9.92,21,86.5,15000,200,0.9239897724805972,0.9925739432254864,0.9863645221870924,0.9441891004596192,0.9586666666666668,0.9649080926235378,0.9513728084684088,GSM2026759,0
Ehf,Unknown/Other,GSM3138380,Unknown/Other,Gene Regulation,RWPE-1,homo_sapiens,138210,GEO,0.992,0.0657080124810473,0,4766,0.9774,36,46.67,45,9.5,21,78,15000,200,0.7607557929805161,0.9623832442067736,0.8821099015355174,0.8076664425016813,0.8006666666666666,0.9289358600583092,0.8041513223970539,GSM3138380,0
